subject,label,comment,type,producer,productFeature,productPropertyTextual1,productPropertyTextual2,productPropertyTextual3,productPropertyTextual4,productPropertyTextual5,productPropertyNumeric1,productPropertyNumeric2,productPropertyNumeric3,productPropertyNumeric4,productPropertyNumeric5
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Product310,"grappled","amoebous quadricentennials silkweed phallically thermoplasticity equalise licensing teetotaler sweetened badmouthing watchwoman nonmetallic tapestries behooved outbargain futurologist lianes subsidize dishfuls deemphasized jinxes crappies tench preheat repentantly febrifuges bunters rester daintiness gondolas shindigs rutherfordium exacta trichroic lancing cashless blazer grillages yugoslavian eld awesomely devours smocked branched talesman proclaimed miner minty gavage titans sapwood ruder confuting viceroyalty bowerlike oversights forsakers stockpiling wildcatted metering nonirritating babblers spieled flatcars quandaries interactions barrenly ornerier interferences dumfounded unironed armlessly severalties splenification swannery vocation loggie belaboured docker fesses mameyes ethylenes verier dognaping pylorus smoothen unicamerally multivalent enrapturing fluorinate revivification electrosurgically dissect veiny prioress forehands legalize animas biotelemetric prowlers carnies northwestwardly rejected buckbeans variances undeceive jetsam distillations utilizations obtainment joked intimidated quaysides sitzmarks unctuosity cerebrally hammed selectivity undisciplined biped trisaccharide recolonization daguerreotypes localisms lathier autobahns nonflexible",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Producer7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature21,"scrubs proctoscopes poisoner stymying quanti ravined miring vespers accruals covering airs pullets","decoying sheathers billeting mechanotherapist amelioration resew eggshells pressurizers meditates derider","flooder oppositionists investigated centrum finalists adjusted damnable dislocation despoils appellee","nuttiest castile reemphasis mirv curseder hakes caracul muggings krone lunges refuels mouthed","bandages likest anatomizing sufficiently weeviled","442","887","1730","871","549"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Product311,"aerodyne","laker conveniently poohs mooed notional vexedly shielder concelebrating disarms exploitable compressibility unkind bongos qualmishness warts mavin mumbles formalins calorimetrically naturalizations fluctuated ladykin hatcheck autodidacts questioner glassiest gingers anile abuttal stalking dickered foxhounds fortifiers infernally hotspur liver binal binders unattached nitrocellulose organists scrips ungoverned lucidity electronarcosis virulences creepier jointuring polkaed pishes prepackage rapidness dysfunctions dunderheads kyat samizdat underachiever oarsmanship cense scabbiness barehead borsht photogenically zoography closed tryout gen infractions dualists gawking familia stemmy gearwheel refulgently attentiveness matriarchy revolutionizes hempy burnoose fibber misdefines mistaught pawner awakens cherishes shammer directing phrasings supe caddying insurability birder tailwinds scooped semideserts headboards shriekiest liaises pretendedly snobbisms flounced perambulator horsey buxomest juicier lyingly mustiest confidentiality muckier wifelier tunable overstated sawer rubbernecked dogger sublimed scalpers demonical antinomy aerofoils bogart degausses panned sheerly welter encasing",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Producer7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature35,"surprised defiance nervy stressed patiently beeper toys nonresidence emulous sculled wraparound cruds","respirable pietists geomancy hydrogens unbridle interfering luxuriantly microanalysis assentor decenniums unfunny","repacify condos yearner corrugated lustral tunings luxuriousness hustlers fretsaws mooned darkening circuses",,,"255","72","571",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Product312,"commandeers aspiration zwiebacks","trueblue brawlingly topflight recommenced nondescriptive lorises paddling circumambulations whetstone fatiguing wassail floorthrough palely assumptions subaverage fermentations checkbooks debars duchy urbanist buttons unformulated stringiest impatience dragomans foreseeability viaticums eggs dosser pauperizes approvals repopulates euthenics pouts unhappiness deflagrations fellowed fomentations inhabiting padishahs fogger allotypic spooniest shrinker heroinism pejoratives milks sectoring darwinians readying canvasser imminence electrums traitors banshies mineralizes vegetarians revoir pegboards gains legwork reassembly prepuce evener styling ever recompenses antineutrino psychotically mistrials shadowers honorableness impermeability mousetraps dilly unship seabeds vaccination grates sextets shagbarks meniscuses bandwidths vocalization relives homophones amortise scandalization hayfork heatable purgatorial permutations requiems creations stowing vintagers chlorous pursued bathysphere bradawls winterly pyrenes leanness reemployed axolotls carouses roble sprinkling annexure superintends misarranges shelfful gallopers safecracker bellyached clowns zee mixology indemnitor snowballs bayonetted nagger rachitis phenix shortchanging stilly lubricates mosser uncomprehending smolders crowed leafiest tremens porter convented sects shotting guidelines ranked argentic throwbacks sags",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Producer7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature20,"buckskins prayerfully antihero attermined nestles palaced joins chiggers imparts abnormally bohemians killings hoofer","pleasers functionalist burglars amplitudes mirrors cashing overinsured sandpits","wintergreen incompliant embar encouragements fated",,,"717","175","342",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Product313,"doggones","mod meliorative ranchman snoozed ricer longers maoists deeps revenuer electroplates cutoffs lumpens cymbalers convulsed extrapolation automobilist totipotentiality xylidine postboxes containerizing towheads feeling ziggurat elimination maximizer motivates spikelets concentrations rawhided begrudges mesmerization quackish assyrians pores protectively slides distrain remilitarize reassimilation matzohs misogynic perverting pipeful stagnancy promisingly disrober congealable spikelet dipterous pinup marblings neurotransmitter muffler piny trebling papillae scrubbed garroter cribbed aimlessly biweeklies solarize pbx archetypes quinsy pried predefining hawaiians entente deisms lapboard ovolo thruster angelicas abbacy bambino serener furnishes fusile horrendously security shuckings waivers decriminalizing vacillated devaluated rejuvenescent salvable laureled apostrophizing stockbrokers sanctified osteoarthritis stouts aboding banging medusoid foretellers pterodactyls prestigiousness twanged caracal reshowing fulls colloid tabstop twitches rots proximo faunal solubilization outcast antifascist satanically skipjacks earned emancipations separatist plaice dipsticks beagle unconverted suppleness hyaenic fascinating honeyful ainus peepers surrendered intercessors probusiness",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Producer7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature20,"darkly bluffs heavers loafs maculation valuers slyly catalogers optics mopped reinscribing oversuspicious","jus inaugurations canallers strainers denicotinized savoriest synaesthesia","inimically clags nonessential underclerk","greatening replicas loyalism discountenance diffused awkwardest ascendence",,"61","1442","211",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Product314,"bloodthirstiness thriftily","charmer idleness preys eyehole centigram outsets jailbait reconciliated stepsisters assignors overelaborates stumbles crones carmakers chromosomic nonrhythmic pleases attestator monotony brogan tearjerker journals courses skyjacking prenuptial horsehide unfamiliar daysides stockades ingraining vanquishes chivvies straightforwardness chiselling meagerly cultivated ferrety recognition implements hognose dehumanization bankbooks uneasily debarked excitements gallivanted semestral fuelling mythological orthopedically adjoins overlain submergence officinal unsteadiness doughiest affiances seconders hymnaries bunglings mollification sapidity determinist seams auctorial paddings besieged sampler passings precalculate annuls scrutinizing withdrawer stamps exurbanites rancidities ensiles refuges bouzoukis exemplifying overactive flivver constitutionality conventionalizes rencounter decasyllables noetic politest speakable fatuity punctilios denser twangled becomes gearshifts reachable conveying unfixing emending obeahisms bariums voodoos cordilleran momentos unescapably retrievable bigamistic interviews raddled",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Producer7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature70,"bootjack whitened duckboard apparels milliard polytheist cartoons savagism beatified repeople chummiest affirmer","aluminum bluest expectorated jinni involucre","briner preceptor jukeboxes tinting births crannies",,"edam hostilely mumming ballplayer convoluting capping laired lumpens outfit equilibrates","1384","1184","79",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Product315,"convinces blastoffs pithily","longshoreman neurologists repudiating prawned owlishly posing taxably voicelessly deucedly massacres unprovoked percher immunizes elusively glassies wended relabeled stentors gruelers inoffensively tangiest nestlers utilization scalding witchings weltered curbs creepie sooths dilating submerged enameled railroads chivalries trousers weaner breezes daydreamers frenzies seeding amputates linkers oversubscribing dought duumvir transvestism oblational splendors porously outstared accouter shivs",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Producer7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature97,"infuriatingly lessoning occupational hegiras elocution foreword impatiens fortifies frags pawner leavers","aneurysms petcock thermodynamics roentgenologist enwinding burgled mumbling deco","espressos similes hoaxer blousing sitter foghorn apprized requiting fishtailed grunter seductions cabins rebounds","interceptive disreputable assisting roadhouses lachrymose chivalric monotremata seaboots spacemen hearsing jumpers acceptable piercer","stagier concreting sandflies seventeenths feigning hunches confidence subjectiveness trancing suppurations anthologizing","753","236","696","715","274"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Product316,"correctly infirmity pasturer","flowerer furtively ceders chancellery youthened cordwains quiches snowplows reflowering dextrin audads insurrectionary dissolves gubernative grafters semifictionally tikis skydove urbanization emergences brackets cannonballs fertilizations heeder shored chefs smoothers miniaturizations samovars carmaker accommodativeness acrimonies bindweeds semitones nutriment vatting penstock recooking eaved aisled saddhus zoomorphs combustive recrimination rapiers reputes hypotensive padding upped leagued freeform ionics saracens jailbreaks obligating monogamously cheeriest stepsons knockoffs outyell sullies turnstile adjutants speeches vamped multifariously poorhouse reverberates oversides spectrochemical prates reversibleness screes measurer fertilize aberrance appointment factitiousness uninstructed stitching eyeliner marinated laicizing shunpiked hearkens albatrosses hairless longhaired augustly terrorization subdiscipline leaching physiognomically interrelating slurred frilling dilutions motorship miscast dehydrogenation wedges sluts ornamenting quintics dementedly swimmiest frond expectorations promotions clarinetists guaranis forgeries overdelicate hanked cygnets mistrusted reflows virulently blarneyed infamously barbershop bluepoint intoxicants streamier flophouses resettings excels exegetes wildering concussive aerobe septuple inhospitality",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Producer7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature20,"overparticular epidemiologist alohas diluvial recruited nosey fumbler sparkles overtaxing polyandries undenominational","traducement peakiest centralizers gangliest fragility serializations employment nontemporally cayman knickknacks mortified","extravagances matches laddering","pepping preconcealment cowcatcher","illuming variousness zooid brashest subcommissioner kindler stressing salesrooms","343","1562","909","394",
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Product317,"trackable gloxinia","chemisms wavering almshouses shit grippiest sullenness baksheeshes petulantly personalty misplaced savagism runback baptisteries financiers pseudonyms scrooges inconclusiveness reassimilated subtends haps misting cricketers romaine granddad paraprofessional duodenal carroms humblers asters quinines reefer criticism workloads legitimizes detumescence germans softbacks handguns clustering percussionists fattest tromping bolted polities hulked mulishness houseworkers tottery heil burble pokier filmier europiums renters ballpoints volplaning intercommunications tablespoonsful armorers terseness lanker wades survivability pulpily sypher fetor fluoresces culpability calumniously cravenness apothems cashed agitators",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Producer7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature52,"desynchronizing prochurch brakier outbalance spans invocates streps kieselguhr septal timing taupe foamier","disannulled authenticity processors sickness storefronts","vexations bimethyls russians reinspect",,,"387","608","1019",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Product318,"repopulates","banshees brokages prisses undimmed canzonas unapplied checkrooms bullheaded slashed toadyism superscribes prechilled subsequential irresistibly feudalist obsesses horrors desiccant tabooing mage overheating deliberates discriminations deposable technicalness saucerized overvalue dammers caesurae noisome chutnees bawdily unbridled talkies groundnut irremovably townlets foddered liturgists heights expands parterres accumulates wifehood plumier gorging persistency outflow atolls hallmarked pinocchio cloning unknot bulkheads prevaricates libbed constables oilers bailie cinnabars hushing constrainers nonvocal discoloring basements embodied disinfestation dauntlessly postcardinal wallflowers immunologies incurve geste stopt paganists interloper graecizes egocentrism quainter",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Producer7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature38,"viewier parallels rectorial desalts foreleg fathomable madcaps rhombs joyfulness birthplaces hajjis undaunted patrimonially pacifisms","aftershave guineas debated","reassure onomatopoetic commendations",,,"1202","8","1064",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Product319,"renotified hangfire","whomps doyly landlocked puss lustiness vittle stapling outdodging batholith accordantly fizzes pointing esthetes antitoxin blankly prostrations helped uvula psychologizing unscrupulously flinger afforesting downrange woodwax spermicidal ejaculators sprigger amateurishly soilless serest unthinking employment chards cachalots bunted hoorayed weathered distinguishing barogram muches constriction wizards stases metricizing suspensive disputatious encompasses redraft defter hormonally giantism associatively maxi ganef microtomy jerkers consultants pustuled chagrinned recalling mystifications pinafores kirned potted directorship tiepins creaser exploding proteins watchfully ascendancy explorers ideally crosse combust pleas regenerate halting epinephrine humorer swirlier purulently trouts arcadias utterers occludes abuser handlers louden shawed skewering hokier katakanas byelorussian rephrases fustily decemvir joyrode tantra bulks filarees urbanest copper imposters administratrices urbanist unstemmed cosmetology flimflammer pantheistical soddened gazpacho reliably immovably cuts vented quieter goldsmiths incredulously disabling guardsmen benevolently abstractedly rewarded unembarrassed onomatopoetically reddishness metricize thorns overpessimistic heftily breezing doodlers dissected secreter tilter spalls lipping candidness sandiness kuchens epochs hotelier bustler infestations groved",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Producer7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature72,"lenitive psychomotor camouflages weirdly cleanable eradicators deprivers reappraisal niftier hatchetlike hrs halfbeaks dispositions litigable","icebreakers cactuses burins","beckoningly contentiously stickmen feasts respell lathing psychologism anoxic hydrocephalus manubrial packmen flagellated linier blightingly woops","justifications bodings kibitzes bilobed astronautically","balefully delightedly jongleurs unrelinquished playbill foamiest habilitation semesters friskier particles","1942","1281","164","736","1615"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product332,"fizzes trickishly","ojibwas imperilments manlike claques primes braise midwinters holdfasts retrogrades tympani fulminator sty stanchest aureolas staunched apostrophized saddest cads greengrocers selfheals genuflect sundews nonplusses greenishness localite calpacs unflinchingly flouncier pushcart drawls guaranies loadstones caseworkers bowings foretelling intermixes epiphenomenalism coiling unmuffles hoofbeats openhanded harpers truthfully rubellas perfusing plasticized footnotes jittering sparkles gonoph unsatisfied lambency achievable pumpkins invocated latening hermaphroditic ownership citing manuevered ecdysis uninfected holystones chroming sparkled logjams porn restructure preadjustable bismuths obtainer gravitative doggy testable drably precariously repairers oarsman trendiest nestlers plateaued shiva biocycles haftorah ooziest drayed abstractedly noncontraband",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature35,"nibbles unplanted diaphragms peccadillo graveled stymying elucidations reconsolidations spurrers recompounds tarmac counterinsurgency eyecup highboys","checked coitional organizational dissimulated forks teachable","centralize chirographer deduces wallabies coatis blowsy causticity rummies",,"boats strategically anaesthetizing cedars triers unreadiest","371","702","997","1029",
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product333,"malcontents","stows trunnion abjurers injectors saprophytes neurones outspoken maidservants agreeably betiding rebelliously successions embezzling foamier lambskins heartthrobs curlier emulsifications funnels repaves overscrupulousness afternoons museful saxes redeemability iodin cabbages cleans wakening risotto aperies slier hedgehopper expatriates lactational gamey oesophagus unscramble extemporaneousness snorers minuses yummier bedevils answerer pawns climaxed befuddlements affluently demanding melodramatists roguishly punching depressionary awaited strangers supersedes salons gullibly ptomaine misogamy weaklings shakeups attestor roaming chromosomic ossificatory",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature54,"collat grainers callboy qoph borings perils bothered appalachians ascii contradictive detestably myrmidon stultifies lunes","headquartering pealing matrilineage unwariness approachable toolers endearment encipher banting oyers empalers","disassimilated presidiums campsites blintz savourier datedness alkalinizing deiform nonmalicious scabbily heroized allegement noncelestial safegaurds",,,"243","483","535",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product334,"embezzled croquette","arsons marled moronic dissuaded fairgrounds selsyns chronically halavah judging hydroelectricity nondelivery bulbuls washingtonian torsi latissimus crossbreeding slinks retrogressing miseducated enshrining legalisms disagreed temptingly unstop unworthies irremediableness tramlines teriyaki illustrator splayfeet enchanters doodling interviewing evaded wakers watching sands belchers rational psychedelic ultrahazardous inviters untwists biogenies unworthiness cuish probated obediently tilting stratification voluminousness hoodoo hophead demurrable disheartenment securities sojourning jerkers thrivers sandalwoods",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature52,"polemics setae remigrates scourges defeatism rushier","chieftains brainwasher contestable cloakrooms nonplussing sullenness undiscernible ennobles futurities scandia","visored randomizing squanderers barky forebodings tensity convivially nonmystically vandalizes",,"internality chows seaworthy stretchable","262","177","1401",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product335,"fainting clueing ablings","spinel rehabilitant blackest extrajudicially sweltering forethought empathies smelted pastille disclaimed superscripting hussy noncontrabands aigrettes striders acculturation outpost avidity follows rashly besoms taperers poulticing polygony nonindustrial unmailable thorougher dwarfish scatophagies foddered fulgurant prissiest footless arses profiled confided putters interring ferocities airbusses profligates gadgets burners reelections bwanas seaboots chalcopyrite smoother canes regalement sunnier inviabilities uncial vowelized zebecs phlebotomies mercifully archways aficionados sigmoidal babkas accouterments rigged votarist benevolently dissidently lubricator microscope tartaric gargled verves",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature97,"budder cockerel retrenchment thriftless rasper hypothetically cruelness","austral canisters busses gripple withstanding depraver irrigation alternation careless southers counterattacking redries tuggers unsilenced","gullies gremmy homonymies quorums staunchest jiffs hippies firebases squinted beaconless",,,"190","860","1362",,"902"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Product320,"retitles embowelled encountered","accessorily quaggy genuflects curviness tipped disembowels conductivities coalsheds despairs experting unprogressively tricycle alliteration involuntarily gaged motorscooters circumlocutions petrochemicals chicaner decayed nighest jutting nagger ridding tabards pharmacopoeias noires atheroscleroses winglets misconceived flitter photoreceptor litigiousness glisters salter shrieks noesis incests nobodies apostrophizing unlit outfacing persuasiveness busybody doweling moulin sappiness persevered argyles condolers espanoles incontinencies regroups druthers fonds reinstallments philatelist tzimmes combinations hides overreact sharpie obesely wildly cheapens passant freewill apiary newspaperwoman nestling matrixes reds bonbon loathly weightlessness amplifiers squeegeed settlements boiling depilate windiness penicillinic",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Producer7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature73,"rebroadcasts misused upsurged kickier quackisms inturned serologic wonts","collards boatswains untreading inventions","relicensed unforced roues resource hilariously unalienated kooks",,,"523","134","225",,"427"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product336,"quoit","pendently andantinos involutes perkiness quilted evoking purply soaking percentages neutralized cynics shelver voltmeters solaced catatonics sinistrally misfit revering extorsion sprigger precontriving ambiences zoopathology hospitality woodier obscenities depopulators stilting recognizes reavow feater moorings reanalyses vagabonded contractually ghostier mewing undiscerning cowed potions deoxidization sizzlers seas disbanding lards loudmouth syllabubs gustatorial transubstantiate vergences teabowl treacles",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature72,"flouts telescopes milkers migrator presser admittances","hagride crofts britisher shushing grills pokes goddesses repealing selsyn shakiest profitless guardhouses","mustiest bystanders talesmen stabled imping barricader graters talmudic outpatients annihilated conditioners donatives intensification consumptives",,,"125","77","309",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Product321,"recension","intemperately haired clamper cossets chorizo remedying bowler uppercuts amounting bannock twigs sardinian pressrun voyeurs higgle mathematicians ebulliently duckiest woodsy bagwig amniocentesis precented reparations sibilated peridots chestiest misbehaving unlikeness gaveler multifariousness iowan scrimpier polyandrist saucier contraction tirelessness beaks subnormal carafe crewelwork disliking macrons mahoganies counterclaiming calibers traducements divers sonnets counties etcetera reconciliatory possessively universalize spuriousness fascicles meekness spongins patterning taints antedates misprisions bibliographically endowed dementing revamped reciprocated destituteness oils sleepless parkinsonism proforma inelasticity rabelais frostiest",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Producer7,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature43,"anesthetics smidgens vining pining reinvestigations locutions evolved hardily zymurgy gelatins bestrides","buglers emanative synthesizers caravansaries scholarliness outbuildings spinelessly unmourned saids","vintagers epigraphically reconquers spinnings snuffles bimetals jakes wittiest",,,"136","468","704",,
